query name	subject	percent identities	aligned length	number of mismatched positions	number of gap positions	query sequence start	query sequence end	subject sequence start	subject sequence end	e-value	bit score
A_07_P046984	ECs1377	100.00	60	0	0	1	60	11	70	5e-28	119
A_07_P012721	ECs4122	100.00	60	0	0	1	60	348	407	5e-28	119
A_07_P060176	ECs4491	100.00	60	0	0	1	60	296	355	5e-28	119
A_07_P055171	ECs2670	100.00	60	0	0	1	60	344	403	5e-28	119
A_07_P056811	ECs0829	100.00	60	0	0	1	60	1970	2029	5e-28	119
A_07_P036823	ECs3917	98.33	60	1	0	1	60	1982	2041	1e-25	111
A_07_P035034	ECs2133	96.23	53	2	0	4	56	118	170	4e-19	89.7
A_07_P012303	ECs3922	98.33	60	1	0	1	60	92	151	1e-25	111
A_07_P058440	ECs1824	100.00	60	0	0	1	60	535	594	5e-28	119
A_07_P048139	ECs2040	100.00	60	0	0	1	60	70	129	5e-28	119
A_07_P041123	ECs1855	96.49	57	2	0	1	57	270	326	2e-21	97.6
A_07_P000142	ECs3965	100.00	60	0	0	1	60	174	233	5e-28	119
A_07_P046386	ECs0806	100.00	60	0	0	1	60	49	108	5e-28	119
A_07_P004120	ECs5277	98.33	60	1	0	1	60	336	395	1e-25	111
A_07_P043429	ECs0281	100.00	60	0	0	1	60	274	333	5e-28	119
A_07_P013407	ECs3332	100.00	60	0	0	1	60	2802	2861	5e-28	119
A_07_P003729	ECs5212	100.00	60	0	0	1	60	1278	1337	5e-28	119
A_07_P018685	ECs2433	96.67	60	2	0	1	60	602	661	3e-23	103
A_07_P018387	ECs2374	98.33	60	1	0	1	60	231	290	1e-25	111
A_07_P011551	ECs5142	100.00	60	0	0	1	60	1489	1548	5e-28	119
A_07_P012418	ECs4067	100.00	59	0	0	2	60	221	279	2e-27	117
A_07_P001771	ECs1492	100.00	60	0	0	1	60	3358	3417	5e-28	119
A_07_P002527	ECs0117	100.00	60	0	0	1	60	12	71	5e-28	119
A_07_P061693	ECs5257	100.00	60	0	0	1	60	579	638	5e-28	119
A_07_P010957	ECs0059	100.00	60	0	0	1	60	2212	2271	5e-28	119
A_07_P003479	ECs3035	98.33	60	1	0	1	60	717	776	1e-25	111
A_07_P047453	ECs5255	100.00	60	0	0	1	60	255	314	5e-28	119
A_07_P012586	ECs4096	100.00	60	0	0	1	60	205	264	5e-28	119
A_07_P054780	ECs2272	100.00	60	0	0	1	60	346	405	5e-28	119
A_07_P044887	ECs2763	100.00	60	0	0	1	60	449	508	5e-28	119
A_07_P042071	ECs5219	96.67	60	2	0	1	60	2302	2361	3e-23	103
A_07_P053789	ECs4547	100.00	60	0	0	1	60	1142	1201	5e-28	119
A_07_P012193	ECs3896	100.00	60	0	0	1	60	338	397	5e-28	119
A_07_P033887	ECs1053	100.00	60	0	0	1	60	164	223	5e-28	119
A_07_P003473	ECs3034	96.67	60	2	0	1	60	126	185	3e-23	103
A_07_P042852	ECs3381	100.00	60	0	0	1	60	791	850	5e-28	119
A_07_P055744	ECs2912	100.00	60	0	0	1	60	773	832	5e-28	119
A_07_P062428	ECs1282	100.00	60	0	0	1	60	3747	3806	5e-28	119
A_07_P009204	ECs2027	100.00	60	0	0	1	60	864	923	5e-28	119
A_07_P057980	ECs4941	100.00	60	0	0	1	60	964	1023	5e-28	119
A_07_P030302	ECs1121	100.00	57	0	0	4	60	3214	3270	3e-26	113
A_07_P061630	ECs5242	100.00	60	0	0	1	60	1845	1904	5e-28	119
A_07_P044881	ECs2762	100.00	60	0	0	1	60	487	546	5e-28	119
A_07_P046166	ECs4331	100.00	60	0	0	1	60	1302	1361	5e-28	119
A_07_P009895	ECs0705	98.33	60	1	0	1	60	290	349	1e-25	111
A_07_P001841	ECs3537	100.00	60	0	0	1	60	328	387	5e-28	119
A_07_P036933	ECs5128	100.00	60	0	0	1	60	212	153	5e-28	119
A_07_P046489	ECs0834	100.00	60	0	0	1	60	157	216	5e-28	119
A_07_P045352	ECs2984	100.00	60	0	0	1	60	213	272	5e-28	119
A_07_P032218	ECs3022	98.25	57	1	0	1	57	474	530	7e-24	105
A_07_P053023	ECs3007	100.00	60	0	0	1	60	808	867	5e-28	119
A_07_P006388	ECs3757	100.00	60	0	0	1	60	54	113	5e-28	119
A_07_P057374	ECs4551	100.00	60	0	0	1	60	182	241	5e-28	119
A_07_P002826	ECs0176	100.00	60	0	0	1	60	529	588	5e-28	119
A_07_P008519	ECs4894	100.00	60	0	0	1	60	638	697	5e-28	119
A_07_P002175	ECs3599	100.00	60	0	0	1	60	606	665	5e-28	119
A_07_P046186	ECs4335	100.00	60	0	0	1	60	484	543	5e-28	119
A_07_P049426	ECs4407	100.00	60	0	0	1	60	1287	1346	5e-28	119
A_07_P045288	ECs1545	100.00	60	0	0	1	60	9	68	5e-28	119
A_07_P001639	ECs1465	100.00	60	0	0	1	60	169	228	5e-28	119
A_07_P004398	ECs0867	100.00	60	0	0	1	60	935	994	5e-28	119
A_07_P017181	ECs4523	98.33	60	1	0	1	60	470	529	1e-25	111
A_07_P002676	ECs0147	100.00	60	0	0	1	60	781	840	5e-28	119
A_07_P008405	ECs0395	98.25	57	1	0	1	57	527	583	7e-24	105
A_07_P043053	ECs3513	100.00	60	0	0	1	60	120	179	5e-28	119
A_07_P015127	ECs2692	100.00	60	0	0	1	60	150	209	5e-28	119
A_07_P046915	ECs1355	100.00	60	0	0	1	60	382	441	5e-28	119
A_07_P038207	ECs1570	100.00	56	0	0	5	60	352	407	1e-25	111
A_07_P032646	ECs3657	96.67	60	2	0	1	60	1272	1331	3e-23	103
A_07_P011100	ECs0088	100.00	60	0	0	1	60	975	1034	5e-28	119
A_07_P002978	ECs0206	98.33	60	1	0	1	60	711	770	1e-25	111
A_07_P020291	ECs2136	98.25	57	1	0	4	60	595	651	7e-24	105
A_07_P052656	ECs3125	100.00	60	0	0	1	60	1286	1345	5e-28	119
A_07_P057106	ECs1067	100.00	60	0	0	1	60	205	264	5e-28	119
A_07_P016543	ECs1623	100.00	60	0	0	1	60	398	457	5e-28	119
A_07_P015100	ECs2686	100.00	57	0	0	4	60	298	354	3e-26	113
A_07_P052433	ECs1726	100.00	60	0	0	1	60	128	187	5e-28	119
A_07_P041164	ECs2440	98.33	60	1	0	1	60	1115	1174	1e-25	111
A_07_P053399	ECs3296	100.00	60	0	0	1	60	847	906	5e-28	119
A_07_P042694	ECs3229	100.00	60	0	0	1	60	117	176	5e-28	119
A_07_P043341	ECs0233	100.00	60	0	0	1	60	269	328	5e-28	119
A_07_P056318	ECs3800	100.00	60	0	0	1	60	12	71	5e-28	119
A_07_P038451	ECs0274	100.00	58	0	0	3	60	568	625	8e-27	115
A_07_P033100	ECs4546	100.00	60	0	0	1	60	4	63	5e-28	119
A_07_P001094	ECs3149	100.00	60	0	0	1	60	356	415	5e-28	119
A_07_P054581	ECs2204	100.00	60	0	0	1	60	16	75	5e-28	119
A_07_P063202	ECs2308	100.00	60	0	0	1	60	1085	1144	5e-28	119
A_07_P061324	ECs4973	100.00	60	0	0	1	60	512	571	5e-28	119
A_07_P049446	ECs4422	100.00	60	0	0	1	60	110	169	5e-28	119
A_07_P053696	ECs0300	100.00	60	0	0	1	60	177	236	5e-28	119
A_07_P019386	ECs4847	100.00	56	0	0	5	60	244	299	1e-25	111
A_07_P015174	ECs2701	100.00	60	0	0	1	60	65	124	5e-28	119
A_07_P003180	ECs2888	98.25	57	1	0	1	57	195	251	7e-24	105
A_07_P007623	ECs4418	100.00	57	0	0	4	60	1594	1650	3e-26	113
A_07_P035178	ECs2430	98.33	60	1	0	1	60	66	7	1e-25	111
A_07_P003525	ECs3044	96.67	60	2	0	1	60	940	999	3e-23	103
A_07_P056771	ECs0820	100.00	60	0	0	1	60	231	290	5e-28	119
A_07_P053157	ECs3134	100.00	60	0	0	1	60	102	161	5e-28	119
A_07_P054717	ECs2239	100.00	60	0	0	1	60	283	342	5e-28	119
A_07_P063559	ECs4311	100.00	60	0	0	1	60	929	988	5e-28	119
A_07_P003271	ECs2905	95.00	60	3	0	1	60	762	821	7e-21	95.6
A_07_P052351	ECs5114	100.00	60	0	0	1	60	1096	1155	5e-28	119
A_07_P063410	ECs3607	100.00	60	0	0	1	60	907	966	5e-28	119
A_07_P043336	ECs0232	100.00	60	0	0	1	60	144	203	5e-28	119
A_07_P000752	ECs3082	98.33	60	1	0	1	60	163	222	1e-25	111
A_07_P054567	ECs2201	100.00	60	0	0	1	60	116	175	5e-28	119
A_07_P053929	ECs0378	100.00	60	0	0	1	60	833	892	5e-28	119
A_07_P053647	ECs0290	100.00	60	0	0	1	60	111	170	5e-28	119
A_07_P008756	ECs5006	100.00	59	0	0	2	60	193	251	2e-27	117
A_07_P003233	ECs2897	100.00	60	0	0	1	60	306	365	5e-28	119
A_07_P038323	ECs1599	98.28	58	1	0	3	60	137	194	2e-24	107
A_07_P013181	ECs3296	98.15	54	1	0	5	58	534	587	5e-22	99.6
A_07_P063291	ECs2786	100.00	60	0	0	1	60	1020	1079	5e-28	119
A_07_P004536	ECs0894	100.00	60	0	0	1	60	110	169	5e-28	119
A_07_P052541	ECs2433	98.33	60	1	0	1	60	599	658	1e-25	111
A_07_P062721	ECs1346	100.00	60	0	0	1	60	511	570	5e-28	119
A_07_P057188	ECs1084	100.00	60	0	0	1	60	124	183	5e-28	119
A_07_P019190	ECs4805	98.33	60	1	0	1	60	299	358	1e-25	111
A_07_P014412	ECs1859	95.00	60	3	0	1	60	1836	1895	7e-21	95.6
A_07_P032406	ECs3181	93.33	60	4	0	1	60	1104	1045	2e-18	87.7
A_07_P043468	ECs0291	100.00	60	0	0	1	60	476	535	5e-28	119
A_07_P051024	ECs1025	100.00	60	0	0	1	60	618	677	5e-28	119
A_07_P019225	ECs4815	100.00	60	0	0	1	60	38	97	5e-28	119
A_07_P061477	ECs5004	100.00	60	0	0	1	60	896	955	5e-28	119
A_07_P047196	ECs4913	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P045861	ECs3933	100.00	60	0	0	1	60	1402	1461	5e-28	119
A_07_P058043	ECs4954	100.00	60	0	0	1	60	77	136	5e-28	119
A_07_P019052	ECs4777	100.00	60	0	0	1	60	871	930	5e-28	119
A_07_P030012	ECs3270	100.00	60	0	0	1	60	83	142	5e-28	119
A_07_P048195	ECs2010	100.00	60	0	0	1	60	503	562	5e-28	119
A_07_P001109	ECs3152	98.15	54	1	0	1	54	1505	1558	5e-22	99.6
A_07_P011689	ECs5170	100.00	60	0	0	1	60	60	119	5e-28	119
A_07_P013561	ECs3363	100.00	60	0	0	1	60	2008	2067	5e-28	119
A_07_P020605	ECs2300	100.00	60	0	0	1	60	999	1058	5e-28	119
A_07_P060365	ECs1364	100.00	60	0	0	1	60	84	143	5e-28	119
A_07_P059347	lcl|NC_002128.1_gene_84	100.00	60	0	0	1	60	1654	1713	5e-28	119
A_07_P031208	ECs0537	91.67	60	5	0	1	60	1822	1881	4e-16	79.8
A_07_P036969	ECs5162	96.67	60	2	0	1	60	1105	1164	3e-23	103
A_07_P062530	ECs1304	100.00	60	0	0	1	60	418	477	5e-28	119
A_07_P041829	ECs4215	96.67	60	2	0	1	60	123	182	3e-23	103
A_07_P055732	ECs2909	100.00	60	0	0	1	60	263	322	5e-28	119
A_07_P030217	ECs3442	96.67	60	2	0	1	60	1083	1142	3e-23	103
A_07_P010947	ECs0057	100.00	60	0	0	1	60	931	990	5e-28	119
A_07_P007992	lcl|NC_002128.1_gene_16	96.67	60	2	0	1	60	1	60	3e-23	103
A_07_P005122	ECs1018	98.33	60	1	0	1	60	660	719	1e-25	111
A_07_P011831	ECs3812	95.00	60	3	0	1	60	635	694	7e-21	95.6
A_07_P063607	ECs4615	100.00	60	0	0	1	60	234	293	5e-28	119
A_07_P055723	ECs2907	100.00	60	0	0	1	60	341	400	5e-28	119
A_07_P047736	ECs2211	100.00	60	0	0	1	60	535	594	5e-28	119
A_07_P003244	ECs2899	100.00	60	0	0	1	60	643	702	5e-28	119
A_07_P059766	ECs4239	100.00	60	0	0	1	60	326	385	5e-28	119
A_07_P021326	ECs0497	100.00	60	0	0	1	60	290	349	5e-28	119
A_07_P042705	ECs3233	100.00	60	0	0	1	60	370	429	5e-28	119
A_07_P005328	ECs1133	100.00	60	0	0	1	60	703	762	5e-28	119
A_07_P014466	ECs1874	100.00	60	0	0	1	60	1344	1403	5e-28	119
A_07_P056506	ECs3913	100.00	60	0	0	1	60	549	608	5e-28	119
A_07_P035544	ECs4115	100.00	60	0	0	1	60	144	203	5e-28	119
A_07_P037820	ECs4540	91.67	60	5	0	1	60	278	337	4e-16	79.8
A_07_P015685	ECs2507	98.33	60	1	0	1	60	535	594	1e-25	111
A_07_P041332	ECs4518	100.00	57	0	0	1	57	54	110	3e-26	113
A_07_P037054	ECs5211	98.31	59	1	0	1	59	67	125	5e-25	109
A_07_P002111	ECs3589	93.33	60	4	0	1	60	2150	2209	2e-18	87.7
A_07_P020245	ECs2126	96.67	60	2	0	1	60	306	365	3e-23	103
A_07_P046671	ECs1299	100.00	60	0	0	1	60	1144	1203	5e-28	119
A_07_P050161	ECs1513	100.00	60	0	0	1	60	38	97	5e-28	119
A_07_P004579	ECs0903	100.00	60	0	0	1	60	533	592	5e-28	119
A_07_P045091	ECs2869	100.00	60	0	0	1	60	182	241	5e-28	119
A_07_P059941	ECs4335	100.00	60	0	0	1	60	484	543	5e-28	119
A_07_P054961	ECs2500	100.00	60	0	0	1	60	1118	1177	5e-28	119
A_07_P014561	ECs1895	100.00	60	0	0	1	60	1787	1846	5e-28	119
A_07_P000699	ECs3072	100.00	60	0	0	1	60	1405	1464	5e-28	119
A_07_P020121	ECs3518	96.67	60	2	0	1	60	240	299	3e-23	103
A_07_P034067	ECs3983	91.67	60	5	0	1	60	358	417	4e-16	79.8
A_07_P044558	ECs2625	100.00	60	0	0	1	60	119	178	5e-28	119
A_07_P047306	ECs5072	100.00	60	0	0	1	60	439	498	5e-28	119
A_07_P038490	ECs2981	100.00	56	0	0	5	60	352	407	1e-25	111
A_07_P062890	ECs0031	100.00	60	0	0	1	60	291	350	5e-28	119
A_07_P012899	ECs4158	96.67	60	2	0	1	60	305	364	3e-23	103
A_07_P003047	ECs2859	100.00	56	0	0	1	56	271	326	1e-25	111
A_07_P014752	ECs1940	100.00	60	0	0	1	60	55	114	5e-28	119
A_07_P060253	ECs4535	100.00	60	0	0	1	60	31	90	5e-28	119
A_07_P044721	ECs2715	100.00	60	0	0	1	60	215	274	5e-28	119
A_07_P014728	ECs1934	96.67	60	2	0	1	60	2437	2496	3e-23	103
A_07_P060949	ECs1585	100.00	60	0	0	1	60	73	132	5e-28	119
A_07_P017009	ECs4491	96.36	55	2	0	6	60	977	1031	3e-20	93.7
A_07_P021109	ECs0449	100.00	56	0	0	1	56	100	155	1e-25	111
A_07_P014116	ECs3246	100.00	60	0	0	1	60	1409	1468	5e-28	119
A_07_P036952	ECs5160	98.36	61	0	1	1	60	296	356	7e-24	105
A_07_P032211	ECs3020	98.28	58	1	0	1	58	1468	1525	2e-24	107
A_07_P003689	ECs5205	98.33	60	1	0	1	60	878	937	1e-25	111
A_07_P057027	ECs1010	100.00	60	0	0	1	60	515	574	5e-28	119
A_07_P059452	ECs0132	100.00	60	0	0	1	60	115	174	5e-28	119
A_07_P012094	ECs3877	100.00	59	0	0	2	60	90	148	2e-27	117
A_07_P057798	ECs4802	100.00	60	0	0	1	60	834	893	5e-28	119
A_07_P012233	ECs3904	100.00	60	0	0	1	60	1546	1605	5e-28	119
A_07_P003507	ECs3041	98.33	60	1	0	1	60	1462	1521	1e-25	111
A_07_P019465	ECs4866	95.00	60	3	0	1	60	314	373	7e-21	95.6
A_07_P052563	ECs2515	100.00	60	0	0	1	60	400	459	5e-28	119
A_07_P009559	ECs2099	100.00	60	0	0	1	60	2687	2746	5e-28	119
A_07_P041768	ECs3977	100.00	60	0	0	1	60	345	404	5e-28	119
A_07_P044530	ECs2618	100.00	60	0	0	1	60	284	343	5e-28	119
A_07_P016792	ECs0646	100.00	60	0	0	1	60	320	379	5e-28	119
A_07_P052228	ECs4617	100.00	60	0	0	1	60	283	342	5e-28	119
A_07_P004368	ECs0861	100.00	60	0	0	1	60	376	435	5e-28	119
A_07_P047729	ECs2216	100.00	60	0	0	1	60	1137	1196	5e-28	119
A_07_P045630	ECs3737	100.00	60	0	0	1	60	428	487	5e-28	119
A_07_P011487	ECs5132	100.00	60	0	0	1	60	301	360	5e-28	119
A_07_P048720	lcl|NC_002128.1_gene_78	100.00	60	0	0	1	60	60	119	5e-28	119
A_07_P055450	ECs2772	100.00	60	0	0	1	60	145	204	5e-28	119
A_07_P009653	ECs0656	100.00	60	0	0	1	60	79	138	5e-28	119
A_07_P018084	ECs4253	95.00	60	3	0	1	60	638	697	7e-21	95.6
A_07_P032256	ECs3053	91.38	58	5	0	3	60	973	1030	7e-15	75.8
A_07_P035106	ECs2327	90.00	60	6	0	1	60	597	656	1e-13	71.9
A_07_P017475	ECs5315	98.33	60	1	0	1	60	1047	1106	1e-25	111
A_07_P016654	ECs0616	100.00	60	0	0	1	60	387	446	5e-28	119
A_07_P043278	ECs3707	100.00	60	0	0	1	60	365	424	5e-28	119
A_07_P012828	ECs4145	100.00	60	0	0	1	60	711	770	5e-28	119
A_07_P036106	ECs1397	96.67	60	2	0	1	60	134	193	3e-23	103
A_07_P008773	ECs5009	100.00	60	0	0	1	60	3	62	5e-28	119
A_07_P039476	ECs4873	91.67	60	5	0	1	60	559	618	4e-16	79.8
A_07_P031240	ECs0577	90.00	60	6	0	1	60	466	525	1e-13	71.9
A_07_P040261	ECs4340	98.33	60	1	0	1	60	663	722	1e-25	111
A_07_P063441	ECs3745	100.00	60	0	0	1	60	366	425	5e-28	119
A_07_P009250	ECs2036	100.00	60	0	0	1	60	589	648	5e-28	119
A_07_P052774	ECs3771	100.00	60	0	0	1	60	380	439	5e-28	119
A_07_P052241	ECs4702	100.00	60	0	0	1	60	941	1000	5e-28	119
A_07_P054344	ECs2136	100.00	60	0	0	1	60	592	651	5e-28	119
A_07_P046157	ECs4329	100.00	60	0	0	1	60	151	210	5e-28	119
A_07_P013581	ECs3367	100.00	60	0	0	1	60	459	518	5e-28	119
A_07_P019135	ECs4793	100.00	60	0	0	1	60	1709	1768	5e-28	119
A_07_P055007	ECs2617	100.00	60	0	0	1	60	943	1002	5e-28	119
A_07_P008735	ECs4936	100.00	60	0	0	1	60	374	433	5e-28	119
A_07_P040280	ECs4337	100.00	60	0	0	1	60	519	578	5e-28	119
A_07_P009431	ECs2071	98.33	60	1	0	1	60	3472	3531	1e-25	111
A_07_P043785	ECs0417	100.00	60	0	0	1	60	1263	1322	5e-28	119
A_07_P058481	ECs1862	100.00	60	0	0	1	60	475	534	5e-28	119
A_07_P050594	ECs1640	100.00	60	0	0	1	60	602	661	5e-28	119
A_07_P054138	ECs0551	100.00	60	0	0	1	60	379	438	5e-28	119
A_07_P000534	ECs4043	98.33	60	1	0	1	60	947	1006	1e-25	111
A_07_P019606	ECs3407	98.33	60	1	0	1	60	242	301	1e-25	111
A_07_P017684	ECs5358	98.33	60	1	0	1	60	1290	1349	1e-25	111
A_07_P011964	ECs3840	100.00	60	0	0	1	60	836	895	5e-28	119
A_07_P034086	ECs4006	98.31	59	1	0	1	59	1393	1451	5e-25	109
A_07_P062487	ECs1294	100.00	60	0	0	1	60	1252	1311	5e-28	119
A_07_P034593	ECs4352	100.00	58	0	0	3	60	850	907	8e-27	115
A_07_P012328	ECs3927	100.00	60	0	0	1	60	51	110	5e-28	119
A_07_P045579	ECs3726	100.00	60	0	0	1	60	911	970	5e-28	119
A_07_P052360	ECs5174	100.00	60	0	0	1	60	598	657	5e-28	119
A_07_P002763	ECs0164	98.28	58	1	0	1	58	1205	1262	2e-24	107
A_07_P056045	ECs3608	100.00	60	0	0	1	60	227	286	5e-28	119
A_07_P056262	ECs3735	100.00	60	0	0	1	60	92	151	5e-28	119
A_07_P042986	ECs3500	100.00	60	0	0	1	60	372	431	5e-28	119
A_07_P052140	ECs4206	100.00	60	0	0	1	60	808	867	5e-28	119
A_07_P063024	ECs0851	100.00	60	0	0	1	60	418	477	5e-28	119
A_07_P050436	ECs1592	100.00	60	0	0	1	60	475	534	5e-28	119
A_07_P035170	ECs2427	98.33	60	1	0	1	60	318	377	1e-25	111
A_07_P048234	ECs1995	100.00	60	0	0	1	60	454	513	5e-28	119
A_07_P004174	ECs5287	100.00	60	0	0	1	60	403	462	5e-28	119
A_07_P012215	ECs3900	100.00	60	0	0	1	60	289	348	5e-28	119
A_07_P061681	ECs5255	100.00	60	0	0	1	60	265	324	5e-28	119
A_07_P019621	ECs3410	98.25	57	1	0	1	57	702	758	7e-24	105
A_07_P050485	ECs1607	100.00	60	0	0	1	60	11	70	5e-28	119
A_07_P011800	ECs3806	98.33	60	1	0	1	60	323	382	1e-25	111
A_07_P018468	ECs2390	98.33	60	1	0	1	60	1094	1153	1e-25	111
A_07_P000124	ECs3961	98.33	60	1	0	1	60	1008	1067	1e-25	111
A_07_P007255	ECs4312	100.00	60	0	0	1	60	241	300	5e-28	119
A_07_P045291	ECs1544	100.00	60	0	0	1	60	1831	1890	5e-28	119
A_07_P019079	ECs4782	100.00	60	0	0	1	60	917	976	5e-28	119
A_07_P017180	ECs4522	98.33	60	1	0	1	60	1316	1375	1e-25	111
A_07_P047990	ECs2151	100.00	60	0	0	1	60	1367	1426	5e-28	119
A_07_P013132	ECs3287	100.00	60	0	0	1	60	65	124	5e-28	119
A_07_P005049	ECs1003	95.00	60	3	0	1	60	297	356	7e-21	95.6
A_07_P003546	ECs3049	100.00	60	0	0	1	60	620	679	5e-28	119
A_07_P051955	ECs0610	100.00	60	0	0	1	60	1303	1362	5e-28	119
A_07_P043126	ECs3589	100.00	60	0	0	1	60	1532	1591	5e-28	119
A_07_P006600	ECs1601	100.00	60	0	0	1	60	1256	1315	5e-28	119
A_07_P058916	ECs2081	100.00	60	0	0	1	60	34	93	5e-28	119
A_07_P041809	ECs4155	96.67	60	2	0	1	60	1307	1366	3e-23	103
A_07_P001220	ECs1152	96.67	60	2	0	1	60	1949	2008	3e-23	103
A_07_P010669	lcl|NC_002128.1_gene_16	93.33	60	4	0	1	60	736	795	2e-18	87.7
A_07_P007744	ECs4446	98.33	60	1	0	1	60	284	343	1e-25	111
A_07_P059688	ECs4023	100.00	60	0	0	1	60	287	346	5e-28	119
A_07_P061944	ECs1163	100.00	60	0	0	1	60	240	299	5e-28	119
A_07_P008371	ECs0389	98.33	60	1	0	1	60	910	969	1e-25	111
A_07_P021045	ECs0437	100.00	59	0	0	2	60	751	809	2e-27	117
A_07_P060419	ECs1378	100.00	60	0	0	1	60	99	158	5e-28	119
A_07_P042046	ECs5114	100.00	60	0	0	1	60	1096	1155	5e-28	119
A_07_P011497	ECs5134	100.00	60	0	0	1	60	232	291	5e-28	119
A_07_P059892	ECs4325	100.00	60	0	0	1	60	1003	1062	5e-28	119
A_07_P013493	ECs3349	96.55	58	2	0	3	60	865	922	5e-22	99.6
A_07_P004418	ECs0871	100.00	60	0	0	1	60	700	759	5e-28	119
A_07_P045434	ECs3011	100.00	60	0	0	1	60	128	187	5e-28	119
A_07_P008761	ECs5007	100.00	60	0	0	1	60	1007	1066	5e-28	119
A_07_P048130	ECs2057	100.00	60	0	0	1	60	879	938	5e-28	119
A_07_P010051	ECs0732	95.00	60	3	0	1	60	19	78	7e-21	95.6
A_07_P062586	ECs1319	100.00	60	0	0	1	60	159	218	5e-28	119
A_07_P061533	ECs5071	100.00	60	0	0	1	60	236	295	5e-28	119
A_07_P008667	ECs4924	98.33	60	1	0	1	60	386	445	1e-25	111
A_07_P034505	ECs4280	100.00	60	0	0	1	60	1026	1085	5e-28	119
A_07_P030111	ECs3336	96.67	60	2	0	1	60	1752	1811	3e-23	103
A_07_P032879	ECs3774	98.33	60	1	0	1	60	2566	2625	1e-25	111
A_07_P013359	ECs3322	100.00	60	0	0	1	60	610	669	5e-28	119
A_07_P013440	ECs3338	100.00	60	0	0	1	60	140	199	5e-28	119
A_07_P050264	ECs2252	96.43	56	2	0	5	60	304	359	7e-21	95.6
A_07_P057458	ECs4568	100.00	60	0	0	1	60	1197	1256	5e-28	119
A_07_P003225	ECs2895	98.33	60	1	0	1	60	1274	1333	1e-25	111
A_07_P015310	ECs2792	100.00	60	0	0	1	60	64	123	5e-28	119
A_07_P015241	ECs2777	100.00	60	0	0	1	60	968	1027	5e-28	119
A_07_P032426	ECs3196	96.67	60	2	0	1	60	1399	1458	3e-23	103
A_07_P042491	ECs2858	96.67	60	2	0	1	60	694	753	3e-23	103
A_07_P001051	ECs3141	100.00	60	0	0	1	60	871	930	5e-28	119
A_07_P047594	ECs5310	100.00	60	0	0	1	60	1024	1083	5e-28	119
A_07_P001710	ECs1479	100.00	60	0	0	1	60	1360	1419	5e-28	119
A_07_P004308	ECs0799	100.00	60	0	0	1	60	2197	2256	5e-28	119
A_07_P009941	ECs0716	96.67	60	2	0	1	60	173	232	3e-23	103
A_07_P005948	ECs4746	98.11	53	1	0	1	53	739	791	2e-21	97.6
A_07_P060922	ECs1580	100.00	60	0	0	1	60	84	143	5e-28	119
A_07_P015400	ECs2816	100.00	60	0	0	1	60	752	811	5e-28	119
A_07_P020209	ECs2119	98.21	56	1	0	5	60	778	833	3e-23	103
A_07_P009808	ECs0686	98.31	59	1	0	1	59	439	497	5e-25	109
A_07_P004351	ECs0858	100.00	60	0	0	1	60	459	518	5e-28	119
A_07_P047185	ECs4899	100.00	60	0	0	1	60	883	942	5e-28	119
A_07_P018108	ECs4258	100.00	60	0	0	1	60	1408	1467	5e-28	119
A_07_P054948	ECs2489	100.00	60	0	0	1	60	776	835	5e-28	119
A_07_P043297	ECs3717	100.00	60	0	0	1	60	257	316	5e-28	119
A_07_P002396	ECs3650	100.00	60	0	0	1	60	101	160	5e-28	119
A_07_P018674	ECs2431	98.18	55	1	0	1	55	800	854	1e-22	101
A_07_P001912	ECs3550	100.00	60	0	0	1	60	1337	1396	5e-28	119
A_07_P016818	ECs0651	100.00	60	0	0	1	60	877	936	5e-28	119
A_07_P010187	ECs0769	100.00	60	0	0	1	60	1058	1117	5e-28	119
A_07_P032081	ECs2881	93.10	58	4	0	1	58	311	368	3e-17	83.8
A_07_P019829	ECs3452	100.00	60	0	0	1	60	1245	1304	5e-28	119
A_07_P013201	ECs3300	98.33	60	1	0	1	60	481	540	1e-25	111
A_07_P018771	ECs2451	100.00	60	0	0	1	60	1001	1060	5e-28	119
A_07_P032958	ECs3813	100.00	60	0	0	1	60	494	553	5e-28	119
A_07_P033466	ECs0856	96.23	53	2	0	1	53	619	671	4e-19	89.7
A_07_P018550	ECs2406	96.67	60	2	0	1	60	1203	1262	3e-23	103
A_07_P045099	ECs2870	100.00	60	0	0	1	60	156	215	5e-28	119
A_07_P046879	ECs1348	100.00	50	0	0	11	60	1	50	5e-22	99.6
A_07_P014205	ECs3264	100.00	60	0	0	1	60	975	1034	5e-28	119
A_07_P012375	ECs3932	98.33	60	1	0	1	60	452	511	1e-25	111
A_07_P014559	ECs1894	98.33	60	1	0	1	60	845	904	1e-25	111
A_07_P010476	ECs5464	100.00	57	0	0	1	57	97	153	3e-26	113
A_07_P040258	ECs4341	100.00	56	0	0	1	56	1162	1217	1e-25	111
A_07_P000422	ECs4019	100.00	60	0	0	1	60	641	700	5e-28	119
A_07_P048706	lcl|NC_002128.1_gene_77	100.00	60	0	0	1	60	87	28	5e-28	119
A_07_P006421	ECs3763	100.00	60	0	0	1	60	883	942	5e-28	119
A_07_P058367	ECs1805	100.00	60	0	0	1	60	379	438	2e-15	77.8
A_07_P048482	ECs0016	100.00	60	0	0	1	60	132	191	5e-28	119
